date,total_value,AMZN,CASH,HSBC,HSBC_2025-11-28_67_CALL,JD,MYO,NVO,TXN,UNH
2025-10-24,140743.21,(14605.18|224.70),(51922.33|1.00),(6680.50|66.81),(684.00|3.42),(13238.60|33.10),(2725.00|1.09),(21344.00|53.36),(18652.70|169.57),(10890.90|363.03)
